can,E,ES_root_dipole,ES_root_electronic_spatial_extent,ES_root_molar_volume,E_scf,E_thermal_correction,E_zpe,G,G_thermal_correction,H,H_thermal_correction,charge,converged,dipole,electronegativity,electronic_spatial_extent,hardness,homo_energy,lumo_energy,molar_mass,molar_volume,multiplicity,number_of_atoms,zero_point_correction
Clc1ccc2c(c1Br)OB1Oc3c(ccc(Cl)c3Br)N12,-6753.333102,3.1667,13400.6082,2157.938,-6753.39815517,0.158958,-6753.349105,-6753.395544,0.096516,-6753.332158,0.159902,0.0,1.0,3.4136,0.14362,14031.1325,0.13010999999999998,-0.27373,-0.01351,435.6931,2568.974,1.0,24.0,0.142955
FC(F)(F)c1cc2c(c(C(F)(F)F)c1C(F)(F)F)OB1Oc3c(cc(C(F)(F)F)c(C(F)(F)F)c3C(F)(F)F)N12,-2713.340303,0.5235,25471.8502,3161.622,-2713.43760585,0.245279,-2713.371568,-2713.434783,0.1508,-2713.339359,0.246223,0.0,1.0,1.0068,0.188155,25170.7622,0.128565,-0.31672,-0.05959,617.0005,3161.622,1.0,42.0,0.214014
FC(F)(F)c1cc2c(c(C(F)(F)F)c1Cl)OB1Oc3c(cc(C(F)(F)F)c(Cl)c3C(F)(F)F)N12,-2958.642181,1.1255,20653.816,2764.359,-2958.65927235,0.210933,-2958.669638,-2958.73101,0.122104,-2958.641237,0.211878,0.0,1.0,1.5622,0.16974,20278.2163,0.128,-0.29774,-0.04174,549.8941,2823.175,1.0,36.0,0.183476
FC(F)(F)c1ccc2c(c1)OB1Oc3cc(C(F)(F)F)ccc3N12,-1365.668249,1.0033,12244.5624,1807.525,-1365.74156053,0.210598,-1365.686045,-1365.735368,0.143479,-1365.667305,0.211542,0.0,1.0,1.3015,0.149305,11139.271,0.132265,-0.28157,-0.01704,345.0073,1920.495,1.0,30.0,0.192803
FC(F)(F)c1ccc2c(c1C(F)(F)F)OB1Oc3c(ccc(C(F)(F)F)c3C(F)(F)F)N12,-2039.505719,4.4423,18474.9932,2446.224,-2039.59344779,0.228195,-2039.530275,-2039.585834,0.14808,-2039.504774,0.229139,0.0,1.0,4.707,0.17047,17788.1985,0.1296,-0.30007,-0.04087,481.0039,2515.456,1.0,36.0,0.203639
FC(F)(F)c1ccc2c(c1C(F)(F)F)O[BH-]1Oc3c(ccc(C(F)(F)F)c3C(F)(F)F)N12,-2040.171184,3.8889,16645.7751,2506.241,-2040.30080904,0.235902,-2040.195989,-2040.252175,0.154911,-2040.17024,0.236847,-1.0,1.0,5.4037,0.015619999999999995,17821.9132,0.11778,-0.1334,0.10216,482.0118,2717.292,1.0,37.0,0.211097
FC(F)(F)c1ccc2c(c1Cl)OB1Oc3c(ccc(C(F)(F)F)c3Cl)N12,-2284.809132,3.012,15107.9424,2025.739,-2284.83552389,0.193858,-2284.829409,-2284.880648,0.122342,-2284.808188,0.194802,0.0,1.0,3.6114,0.16178499999999998,14876.3708,0.132325,-0.29411,-0.02946,413.8975,2105.702,1.0,30.0,0.173582
FC(F)(F)c1cccc2c1OB1Oc3c(cccc3C(F)(F)F)N12,-1365.661871,5.4527,9293.2772,2207.387,-1365.74902651,0.210809,-1365.679703,-1365.72796,0.144719,-1365.660926,0.211753,0.0,1.0,5.0767,0.143395,9342.3898,0.134075,-0.27747,-0.00932,345.0073,1931.464,1.0,30.0,0.192977
Fc1c(Br)c(Cl)cc2c1OB1Oc3c(cc(Cl)c(Br)c3F)N12,-6951.740632,1.2215,16645.5877,2309.3,-6951.75698347,0.144306,-6951.758541,-6951.807328,0.077611,-6951.739688,0.14525,0.0,1.0,1.3202,0.15171500000000002,16567.1202,0.130265,-0.28198,-0.02145,471.6741,2199.334,1.0,24.0,0.126397
Fc1c(Br)c(Cl)cc2c1O[BH-]1Oc3c(cc(Cl)c(Br)c3F)N12,-6952.401475,2.0946,14717.981,1919.181,-6952.48275918,0.152138,-6952.419798,-6952.469289,0.084324,-6952.400531,0.153082,-1.0,1.0,5.2527,0.0007400000000000045,16282.8604,0.12414,-0.12488,0.1234,472.682,2303.018,1.0,25.0,0.133815
Fc1c(Br)cc2c(c1Br)OB1Oc3c(cc(Br)c(F)c3Br)N12,-11174.973203,1.2913,18674.3898,2397.638,-11175.0115667,0.144317,-11174.991553,-11175.042275,0.075245,-11174.972259,0.145261,0.0,1.0,0.7337,0.148865,18630.7412,0.132655,-0.28152,-0.01621,560.5761,2320.294,1.0,24.0,0.125967
Fc1c(Br)ccc2c1OB1Oc3c(ccc(Br)c3F)N12,-6032.594468,3.4229,13617.735,1784.454,-6032.62457153,0.161364,-6032.609797,-6032.654865,0.100967,-6032.593524,0.162309,0.0,1.0,3.1555,0.13984,13168.4837,0.13153,-0.27137,-0.00831,402.7839,1982.727,1.0,24.0,0.146035
Fc1c(Br)ccc2c1O[BH-]1Oc3c(ccc(Br)c3F)N12,-6033.244062,4.708,12059.9745,1917.055,-6033.31109873,0.168883,-6033.259772,-6033.305544,0.1074,-6033.243117,0.169827,-1.0,1.0,6.0336,-0.016235000000000006,13501.8552,0.127425,-0.11119,0.14366,403.7918,2161.044,1.0,25.0,0.153173
Fc1c(C(F)(F)F)cc2c(c1Br)OB1Oc3c(cc(C(F)(F)F)c(F)c3Br)N12,-6706.45296,1.1206,18703.4235,2085.285,-6706.49880344,0.1793,-6706.475632,-6706.53162,0.100641,-6706.452016,0.180245,0.0,1.0,1.6154,0.15595499999999998,18541.368,0.133765,-0.28972,-0.02219,538.7805,2580.098,1.0,30.0,0.156629
Fc1c(Cl)cc2c(c1Cl)OB1Oc3c(cc(Cl)c(F)c3Cl)N12,-2728.517218,1.2689,11340.2802,2607.397,-2728.54481032,0.144903,-2728.534753,-2728.582066,0.080055,-2728.516274,0.145847,0.0,1.0,1.2523,0.15029,11023.7957,0.13346,-0.28375,-0.01683,382.7721,2080.059,1.0,24.0,0.127368
Fc1c(Cl)ccc2c1OB1Oc3c(ccc(Cl)c3F)N12,-1809.367531,3.622,8764.56,1987.301,-1809.42437236,0.161727,-1809.382426,-1809.42557,0.103688,-1809.366587,0.162671,0.0,1.0,3.3324,0.140455,8918.4085,0.133175,-0.27363,-0.00728,313.8819,2013.798,1.0,24.0,0.146832
Fc1cc(Br)cc2c1OB1Oc3c(F)cc(Br)cc3N12,-6032.59807,1.4135,11175.6068,2029.212,-6032.62676076,0.160968,-6032.613429,-6032.658528,0.10051,-6032.597126,0.161912,0.0,1.0,1.035,0.14627,10432.2408,0.13681,-0.28308,-0.00946,402.7839,2269.966,1.0,24.0,0.145609
Fc1cc(F)c2c(c1)N1B(O2)Oc2c(F)cc(F)cc21,-1088.642504,0.8795,6126.6145,1583.079,-1088.67933536,0.163551,-1088.656592,-1088.697992,0.108063,-1088.64156,0.164495,0.0,1.0,1.1846,0.14254,6019.1062,0.13735000000000003,-0.27989,-0.00519,280.9727,1278.641,1.0,24.0,0.149463
Fc1cc(F)c2c(c1)N1[BH-](O2)Oc2c(F)cc(F)cc21,-1089.284193,2.6759,5618.2817,1893.812,-1089.3616252,0.170981,-1089.298703,-1089.34092,0.114253,-1089.283248,0.171925,-1.0,1.0,4.3323,-0.025580000000000006,6227.3782,0.12757000000000002,-0.10199,0.15315,281.9806,2049.773,1.0,25.0,0.156471
Fc1cc2c(c(F)c1C(F)(F)F)OB1Oc3c(cc(F)c(C(F)(F)F)c3F)N12,-1762.48458,0.3756,14872.7501,2357.136,-1762.5241753,0.181488,-1762.505829,-1762.557265,0.108803,-1762.483636,0.182433,0.0,1.0,0.9964,0.16868,14716.0127,0.13406,-0.30274,-0.03462,416.9693,2151.172,1.0,30.0,0.160239
Fc1cc2c(c(F)c1Cl)OB1Oc3c(cc(F)c(Cl)c3F)N12,-2007.781641,0.9898,10127.7225,2277.567,-2007.82186262,0.147222,-2007.798366,-2007.843781,0.085083,-2007.780697,0.148167,0.0,1.0,1.1465,0.15059499999999998,10023.4296,0.131685,-0.28228,-0.01891,349.8629,1929.233,1.0,24.0,0.130498
Fc1cc2c(c(F)c1Cl)O[BH-]1Oc3c(cc(F)c(Cl)c3F)N12,-2008.437218,2.8269,9092.0138,1735.241,-2008.50073485,0.154851,-2008.4544,-2008.500775,0.091293,-2008.436274,0.155795,-1.0,1.0,4.4511,-0.008465000000000007,9978.3256,0.125565,-0.1171,0.13403,350.8708,2124.175,1.0,25.0,0.137669
Fc1cc2c(cc1F)N1B(O2)Oc2cc(F)c(F)cc21,-1088.638663,1.2474,6593.7662,1729.969,-1088.6878986,0.163327,-1088.652791,-1088.694275,0.107715,-1088.637718,0.164271,0.0,1.0,1.436,0.13478,6418.0444,0.13267,-0.26745,-0.00211,280.9727,1563.225,1.0,24.0,0.149199
Fc1cc2c(cc1F)N1[BH-](O2)Oc2cc(F)c(F)cc21,-1089.281647,1.7428,5969.0666,1654.836,-1089.33741217,0.170983,-1089.296156,-1089.338352,0.114278,-1089.280703,0.171927,-1.0,1.0,3.681,-0.02794,6152.7593,0.12664,-0.0987,0.15458,281.9806,1766.649,1.0,25.0,0.156474
Fc1ccc2c(c1)N1B(O2)Oc2ccc(F)cc21,-890.23144,1.2642,4852.9029,1561.211,-890.282922456,0.178029,-890.243655,-890.282679,0.12679,-890.230496,0.178973,0.0,1.0,0.1222,0.13248500000000002,4783.2507,0.133805,-0.26629,0.00132,244.9917,1520.66,1.0,24.0,0.165814
Fc1ccc2c(c1)OB1Oc3cc(F)ccc3N12,-890.230334,1.7023,5262.3497,1650.393,-890.285537608,0.178006,-890.242577,-890.281687,0.126653,-890.22939,0.17895,0.0,1.0,1.5368,0.122855,4958.2134,0.134865,-0.25772,0.01201,244.9917,1526.613,1.0,24.0,0.165763
Fc1cccc2c1OB1Oc3c(F)cccc3N12,-890.220818,3.8502,4722.4711,1645.461,-890.301209807,0.178435,-890.233122,-890.272172,0.12708,-890.219874,0.179379,0.0,1.0,3.4561,0.12961,4765.1779,0.13846999999999998,-0.26808,0.00886,244.9917,1665.528,1.0,24.0,0.166131
N#Cc1c(Br)c(C(F)(F)F)cc2c1OB1Oc3c(cc(C(F)(F)F)c(Br)c3C#N)N12,-6692.452916,5.0898,21530.1215,3270.074,-6692.51061021,0.194154,-6692.477217,-6692.533951,0.113119,-6692.451972,0.195099,0.0,1.0,3.0791,0.18248999999999999,21051.3038,0.12037999999999999,-0.30287,-0.06211,552.8191,2587.312,1.0,32.0,0.169854
N#Cc1c(Br)c(O)cc2c1OB1Oc3c(cc(O)c(Br)c3C#N)N12,-6168.968937,11.0038,16301.4054,2448.625,-6169.00485399,0.187516,-6168.988707,-6169.038747,0.117706,-6168.967993,0.18846,0.0,1.0,7.6281,0.16456,14222.4358,0.1162,-0.28076,-0.04836,448.8213,2621.063,1.0,28.0,0.167747
N#Cc1c(Br)c(O)cc2c1O[BH-]1Oc3c(cc(O)c(Br)c3C#N)N12,-6169.645384,11.2832,14510.2909,2549.831,-6169.69095084,0.195757,-6169.665563,-6169.716513,0.124627,-6169.644439,0.196701,-1.0,1.0,12.136,0.020905,15368.9337,0.109345,-0.13025,0.08844,449.8292,2585.246,1.0,29.0,0.175577
N#Cc1c(F)c(Cl)cc2c1OB1Oc3c(cc(Cl)c(F)c3C#N)N12,-1993.788596,6.6234,10981.9063,2404.463,-1993.80767512,0.162379,-1993.807341,-1993.855738,0.095237,-1993.787652,0.163323,0.0,1.0,3.2336,0.17664,10670.8389,0.12381,-0.30045,-0.05283,363.9015,2208.751,1.0,26.0,0.143634
N#Cc1c(F)cc2c(c1C(F)(F)F)OB1Oc3c(cc(F)c(C#N)c3C(F)(F)F)N12,-1748.490873,1.6134,14690.1651,2474.079,-1748.54115272,0.196395,-1748.514461,-1748.571879,0.115389,-1748.489929,0.197339,0.0,1.0,2.0917,0.19329,14526.0653,0.11931,-0.3126,-0.07398,431.0079,2595.357,1.0,32.0,0.172807
N#Cc1c(F)cc2c(c1Cl)OB1Oc3c(cc(F)c(C#N)c3Cl)N12,-1993.7944,0.3241,11200.5862,2368.652,-1993.83109259,0.162296,-1993.813062,-1993.861172,0.095523,-1993.793455,0.16324,0.0,1.0,3.8198,0.185535,10836.7545,0.121635,-0.30717,-0.0639,363.9015,2117.853,1.0,26.0,0.143633
N#Cc1c(F)cc2c(c1Cl)O[BH-]1Oc3c(cc(F)c(C#N)c3Cl)N12,-1994.470599,3.1172,10222.9488,2350.831,-1994.63973324,0.170432,-1994.489597,-1994.538393,0.102638,-1994.469655,0.171376,-1.0,1.0,2.9041,0.033889999999999997,10553.0148,0.10830999999999999,-0.1422,0.07442,364.9094,2202.044,1.0,27.0,0.151435
N#Cc1c(N)c(Br)cc2c1OB1Oc3c(cc(Br)c(N)c3C#N)N12,-6129.244919,7.4658,14650.796,2275.254,-6129.31384416,0.213217,-6129.265267,-6129.315898,0.142237,-6129.243975,0.214161,0.0,1.0,4.349,0.141775,14048.3534,0.111505,-0.25328,-0.03027,446.8517,2524.11,1.0,30.0,0.192869
N#Cc1c(N)c(Br)cc2c1O[BH-]1Oc3c(cc(Br)c(N)c3C#N)N12,-6129.909707,12.1796,13074.012,2771.447,-6129.9986184,0.221743,-6129.930113,-6129.981105,0.150346,-6129.908763,0.222688,-1.0,1.0,10.1827,0.008309999999999998,14388.3159,0.11044,-0.11875,0.10213,447.8596,2463.509,1.0,31.0,0.201337
N#Cc1c(N)c(O)cc2c1OB1Oc3c(cc(O)c(N)c3C#N)N12,-1137.235408,8.9606,9390.2936,2495.076,-1137.47687995,0.241659,-1137.255307,-1137.303529,0.173538,-1137.234464,0.242603,0.0,1.0,7.888,0.138155,9381.7789,0.110925,-0.24908,-0.02723,321.0583,2334.842,1.0,32.0,0.22176
N#Cc1c(N)c(O)cc2c1O[BH-]1Oc3c(cc(O)c(N)c3C#N)N12,-1137.886776,10.1827,8521.7113,2446.325,-1137.98236681,0.24992,-1137.906946,-1137.955553,0.181143,-1137.885832,0.250864,-1.0,1.0,11.5904,-0.0015100000000000044,9255.613,0.10655,-0.10504,0.10806,322.0662,2271.588,1.0,33.0,0.22975
N#Cc1c(N)cc2c(c1Cl)OB1Oc3c(cc(N)c(C#N)c3Cl)N12,-1906.01484,6.9835,11291.6896,2269.711,-1906.09401168,0.213423,-1906.034757,-1906.083483,0.144779,-1906.013895,0.214367,0.0,1.0,4.3636,0.160825,11191.5508,0.117205,-0.27803,-0.04362,357.9497,2585.747,1.0,30.0,0.193505
N#Cc1c(N)cc2c(c1Cl)O[BH-]1Oc3c(cc(N)c(C#N)c3Cl)N12,-1906.673543,5.599,10324.4195,2945.856,-1906.78671671,0.221896,-1906.693689,-1906.743083,0.152356,-1906.672598,0.22284,-1.0,1.0,7.8585,0.01779,11515.5642,0.10618,-0.12397,0.08839,358.9576,2301.45,1.0,31.0,0.201749
N#Cc1c(N)cc2c(c1O)OB1Oc3c(cc(N)c(C#N)c3O)N12,-1137.24392,5.0936,9688.4635,2436.382,-1137.31059423,0.24154,-1137.263667,-1137.311004,0.174457,-1137.242976,0.242484,0.0,1.0,3.7199,0.146445,9203.6747,0.11952499999999999,-0.26597,-0.02692,321.0583,2436.382,1.0,32.0,0.221793
N#Cc1c(N)cc2c(c1O)O[BH-]1Oc3c(cc(N)c(C#N)c3O)N12,-1137.882251,5.7162,8854.1763,2228.375,-1137.94962408,0.249244,-1137.902596,-1137.9511,0.180394,-1137.881306,0.250188,-1.0,1.0,6.2317,0.00037500000000000033,9329.8301,0.104675,-0.10505,0.1043,322.0662,1953.267,1.0,33.0,0.228898
N#Cc1c(O)c(C(F)(F)F)cc2c1OB1Oc3c(cc(C(F)(F)F)c(O)c3C#N)N12,-1700.458264,6.772,14628.2387,2179.957,-1700.58580486,0.222669,-1700.482193,-1700.537324,0.143609,-1700.45732,0.223613,0.0,1.0,4.2587,0.16631,13301.3383,0.11878,-0.28509,-0.04753,427.0257,2843.422,1.0,34.0,0.19874
N#Cc1c(O)c(C(F)(F)F)cc2c1O[BH-]1Oc3c(cc(C(F)(F)F)c(O)c3C#N)N12,-1701.13732,11.4703,13060.0972,2569.802,-1701.36404179,0.230855,-1701.161479,-1701.217119,0.151056,-1701.136376,0.231799,-1.0,1.0,8.8792,0.023579999999999997,12893.6624,0.1134,-0.13698,0.08982,428.0336,2903.876,1.0,35.0,0.206696
N#Cc1c([N+](=O)[O-])cc2c(c1Br)OB1Oc3c(cc([N+](=O)[O-])c(C#N)c3Br)N12,-6427.418407,3.0465,17900.4854,2491.738,-6427.39114159,0.187343,-6427.440924,-6427.497465,0.108284,-6427.417463,0.188287,0.0,1.0,4.1197,0.208675,17720.8833,0.11612499999999999,-0.3248,-0.09255,506.8177,2634.123,1.0,30.0,0.164825
N#Cc1c([N+](=O)[O-])cc2c(c1C#N)OB1Oc3c(cc([N+](=O)[O-])c(C#N)c3C#N)N12,-1469.451909,2.48,14028.3636,2803.918,-1469.62460917,0.204925,-1469.475391,-1469.532972,0.123861,-1469.450964,0.205869,0.0,1.0,0.395,0.22559,14147.2809,0.11594,-0.34153,-0.10965,399.0451,2590.286,1.0,32.0,0.181442
N#Cc1c([N+](=O)[O-])ccc2c1OB1Oc3c(ccc([N+](=O)[O-])c3C#N)N12,-1285.047631,7.6952,11750.7938,2199.019,-1285.06524695,0.204548,-1285.067174,-1285.118497,0.133682,-1285.046686,0.205492,0.0,1.0,5.4725,0.210855,11502.2631,0.11527499999999999,-0.32613,-0.09558,349.0255,2292.594,1.0,30.0,0.185005
N#Cc1c2c(cc(C(F)(F)F)c1C(F)(F)F)N1B(O2)Oc2c1cc(C(F)(F)F)c(C(F)(F)F)c2C#N,-2223.914181,4.5041,21333.9896,2968.848,-2224.14283341,0.228652,-2223.942475,-2224.003021,0.139813,-2223.913237,0.229597,0.0,1.0,4.4186,0.20085,21327.9312,0.12638000000000002,-0.32723,-0.07447,531.0235,2839.767,1.0,38.0,0.200359
N#Cc1c2c(cc(C(F)(F)F)c1C(F)(F)F)N1[BH-](O2)Oc2c1cc(C(F)(F)F)c(C(F)(F)F)c2C#N,-2224.607243,8.8749,19020.435,2730.745,-2224.70356127,0.236901,-2224.635774,-2224.697017,0.147127,-2224.606298,0.237845,-1.0,1.0,9.9423,0.050519999999999995,21026.8987,0.11205,-0.16257,0.06153,532.0314,2789.471,1.0,39.0,0.208369
N#Cc1cc(Br)c2c(c1)N1B(O2)Oc2c(Br)cc(C#N)cc21,-6018.608032,4.781,12497.9186,2337.87,-6018.78472479,0.176699,-6018.625274,-6018.673101,0.11163,-6018.607088,0.177643,0.0,1.0,3.8543,0.16992,12495.7103,0.13225,-0.30217,-0.03767,416.8225,2805.445,1.0,26.0,0.159457
N#Cc1cc(Br)c2c(c1)N1[BH-](O2)Oc2c(Br)cc(C#N)cc21,-6019.281004,6.5867,11357.2518,2240.979,-6019.36852841,0.184768,-6019.29856,-6019.347109,0.118663,-6019.28006,0.185712,-1.0,1.0,3.0343,0.021085,11863.1425,0.117315,-0.1384,0.09623,417.8304,2351.192,1.0,27.0,0.167212
N#Cc1cc(F)cc2c1OB1Oc3c(C#N)cc(F)cc3N12,-1074.649498,6.4938,7401.8868,2123.615,-1074.69293957,0.178932,-1074.665547,-1074.709803,0.118627,-1074.648554,0.179876,0.0,1.0,4.7264,0.17306,7212.5817,0.12616,-0.29922,-0.0469,295.0113,1673.151,1.0,26.0,0.162883
N#Cc1cc(O)cc2c1OB1Oc3c(C#N)cc(O)cc3N12,-1026.598821,10.7993,7452.447,2014.847,-1026.68670708,0.204428,-1026.615695,-1026.660385,0.142863,-1026.597877,0.205372,0.0,1.0,7.7578,0.160185,7522.3821,0.123185,-0.28337,-0.037,291.0291,2274.827,1.0,28.0,0.187553
N#Cc1cc(O)cc2c1O[BH-]1Oc3c(C#N)cc(O)cc3N12,-1027.25771,10.7318,6864.1609,2159.132,-1027.467563,0.212399,-1027.27497,-1027.320359,0.14975,-1027.256765,0.213344,-1.0,1.0,10.4731,0.006025000000000003,6811.1436,0.111695,-0.11772,0.10567,292.037,1799.277,1.0,29.0,0.195139
N#Cc1cc2c(c(Br)c1F)OB1Oc3c(cc(C#N)c(F)c3Br)N12,-6217.01943,5.0131,14313.1821,2083.682,-6217.18165486,0.162379,-6217.038508,-6217.088553,0.093256,-6217.018486,0.163323,0.0,1.0,4.193,0.17322,14313.0667,0.12696,-0.30018,-0.04626,452.8035,2191.459,1.0,26.0,0.1433
N#Cc1cc2c(c(Cl)c1Br)OB1Oc3c(cc(C#N)c(Br)c3Cl)N12,-6937.749563,4.7032,17981.9291,2849.484,-6937.82430381,0.159599,-6937.769356,-6937.820676,0.088487,-6937.748619,0.160544,0.0,1.0,4.0076,0.17202,18085.0478,0.12555,-0.29757,-0.04647,485.7127,2583.532,1.0,26.0,0.139806
N#Cc1cc2c(c(F)c1C(F)(F)F)OB1Oc3c(cc(C#N)c(C(F)(F)F)c3F)N12,-1748.480799,4.5148,16210.1249,2548.782,-1748.51012251,0.196609,-1748.504122,-1748.558686,0.118722,-1748.479855,0.197553,0.0,1.0,6.1125,0.190595,13249.7135,0.130555,-0.32115,-0.06004,431.0079,2599.253,1.0,32.0,0.173286
N#Cc1cc2c(c(F)c1C(F)(F)F)O[BH-]1Oc3c(cc(C#N)c(C(F)(F)F)c3F)N12,-1749.165354,4.9194,14431.9816,2279.963,-1749.24953098,0.204479,-1749.189006,-1749.24438,0.125454,-1749.16441,0.205424,-1.0,1.0,0.5955,0.03745999999999999,15569.4815,0.11434,-0.1518,0.07688,432.0158,2776.879,1.0,33.0,0.180828
N#Cc1cc2c(c(N)c1N)OB1Oc3c(cc(C#N)c(N)c3N)N12,-1097.501324,8.7307,9521.7375,2498.645,-1097.59652243,0.26821,-1097.521172,-1097.568659,0.200875,-1097.50038,0.269154,0.0,1.0,7.8401,0.12564,9246.1857,0.11889,-0.24453,-0.00675,319.0887,2141.695,1.0,34.0,0.248362
N#Cc1cc2c(cc1Br)N1B(O2)Oc2cc(C#N)c(Br)cc21,-6018.609508,0.6445,13082.9452,2546.9,-6018.65591338,0.176367,-6018.626662,-6018.674255,0.11162,-6018.608564,0.177312,0.0,1.0,3.5371,0.17586,12265.7659,0.12112999999999999,-0.29699,-0.05473,416.8225,2232.899,1.0,26.0,0.159213
N#Cc1ccc2c(c1)N1B(O2)Oc2ccc(C#N)cc21,-876.236014,6.6669,6153.6557,1977.859,-876.429774522,0.193761,-876.250213,-876.292121,0.137654,-876.23507,0.194705,0.0,1.0,5.9651,0.157555,6150.294,0.13204500000000002,-0.2896,-0.02551,259.0303,1755.628,1.0,26.0,0.179561
N#Cc1ccc2c(c1O)OB1Oc3c(ccc(C#N)c3O)N12,-1026.609101,1.6794,8230.0526,1742.626,-1026.6475297,0.205127,-1026.625704,-1026.670076,0.144152,-1026.608157,0.206071,0.0,1.0,1.6597,0.16240000000000002,8209.7443,0.12442,-0.28682,-0.03798,291.0291,2142.959,1.0,28.0,0.188525
N#Cc1cccc2c1OB1Oc3c(C#N)cccc3N12,-876.230238,9.1872,5914.393,1933.814,-876.297555389,0.193969,-876.244486,-876.286389,0.137819,-876.229294,0.194914,0.0,1.0,6.8932,0.160955,5879.2999,0.127665,-0.28862,-0.03329,259.0303,1721.307,1.0,26.0,0.179722
Nc1c(Br)c(Br)cc2c1OB1Oc3c(cc(Br)c(Br)c3N)N12,-11087.198703,6.0947,20121.4959,2583.778,-11087.2129616,0.19525,-11087.218168,-11087.269124,0.124829,-11087.197759,0.196194,0.0,1.0,2.7669,0.130985,16459.5411,0.132005,-0.26299,0.00102,554.6243,2468.086,1.0,28.0,0.175786
Nc1c(Br)c(Br)cc2c1O[BH-]1Oc3c(cc(Br)c(Br)c3N)N12,-11087.846124,2.3938,17687.7387,2574.846,-11087.9137969,0.203527,-11087.865852,-11087.917483,0.132168,-11087.84518,0.204471,-1.0,1.0,4.2551,-0.006369999999999994,17153.8215,0.11743,-0.11106,0.1238,555.6322,2860.94,1.0,29.0,0.183799
Nc1c(Br)cc2c(c1C(F)(F)F)OB1Oc3c(cc(Br)c(N)c3C(F)(F)F)N12,-6618.664642,3.8367,18633.6285,2170.554,-6618.71933981,0.230292,-6618.688423,-6618.745321,0.149613,-6618.663698,0.231237,0.0,1.0,2.0132,0.125685,18630.0155,0.118765,-0.24445,-0.00692,532.8287,2380.607,1.0,34.0,0.206511
Nc1c(F)c([N+](=O)[O-])cc2c1OB1Oc3c(cc([N+](=O)[O-])c(F)c3N)N12,-1409.678111,7.5049,11052.2282,2117.349,-1409.66909073,0.226047,-1409.698812,-1409.74974,0.154419,-1409.677167,0.226991,0.0,1.0,7.6441,0.16454,10835.1976,0.1152,-0.27974,-0.04934,365.0161,2365.123,1.0,32.0,0.205346
Nc1c(O)cc2c(c1F)OB1Oc3c(cc(O)c(N)c3F)N12,-1151.218077,2.8855,8069.3464,2146.321,-1151.28939666,0.226579,-1151.236008,-1151.281075,0.16358,-1151.217132,0.227523,0.0,1.0,3.6358,0.10790999999999999,8094.2822,0.12622999999999998,-0.23414,0.01832,307.0197,1725.908,1.0,30.0,0.208647
Nc1c(O)cc2c(c1F)O[BH-]1Oc3c(cc(O)c(N)c3F)N12,-1151.846444,4.0233,7302.3488,2057.329,-1151.94806518,0.234191,-1151.864893,-1151.910942,0.169693,-1151.845499,0.235135,-1.0,1.0,7.1344,-0.042365,8096.7785,0.124795,-0.08243,0.16716,308.0276,1839.494,1.0,31.0,0.215741
Nc1c([N+](=O)[O-])cc2c(c1[N+](=O)[O-])OB1Oc3c(cc([N+](=O)[O-])c(N)c3[N+](=O)[O-])N12,-1620.098628,1.1937,14300.8888,2649.148,-1619.98152216,0.25176,-1620.121963,-1620.176772,0.173616,-1620.097683,0.252704,0.0,1.0,2.1086,0.17859,14011.4712,0.09570999999999999,-0.2743,-0.08288,419.0303,2649.148,1.0,36.0,0.228425
Nc1cc(Cl)cc2c1OB1Oc3c(N)cc(Cl)cc3N12,-1721.59169,4.9203,7956.0535,2191.237,-1721.66803698,0.212539,-1721.607902,-1721.651858,0.152371,-1721.590746,0.213483,0.0,1.0,3.8184,0.12426500000000001,7516.9521,0.137295,-0.26156,0.01303,307.9301,2001.871,1.0,28.0,0.196327
Nc1cc(F)cc2c1OB1Oc3c(N)cc(F)cc3N12,-1000.860881,4.2095,6210.9343,1942.516,-1000.9376018,0.214795,-1000.876225,-1000.918254,0.157422,-1000.859937,0.215739,0.0,1.0,2.9465,0.11929999999999999,6234.8817,0.13777999999999999,-0.25708,0.01848,275.0209,2104.393,1.0,28.0,0.199451
Nc1cc([N+](=O)[O-])cc2c1OB1Oc3c(N)cc([N+](=O)[O-])cc3N12,-1211.280206,7.529,9333.5036,2144.546,-1211.24997994,0.240651,-1211.298974,-1211.346744,0.174113,-1211.279262,0.241595,0.0,1.0,6.5208,0.162485,9229.0994,0.11707499999999998,-0.27956,-0.04541,329.0351,2076.824,1.0,32.0,0.221883
Nc1cc([N+](=O)[O-])cc2c1O[BH-]1Oc3c(N)cc([N+](=O)[O-])cc3N12,-1211.937732,9.9087,8510.2445,2308.78,-1211.95224594,0.248909,-1211.956717,-1212.004969,0.181673,-1211.936788,0.249854,-1.0,1.0,3.2434,0.025670000000000005,8618.0711,0.09692,-0.12259,0.07125,330.043,2430.294,1.0,33.0,0.229925
Nc1cc2c(c(C(F)(F)F)c1F)OB1Oc3c(cc(N)c(F)c3C(F)(F)F)N12,-1674.698837,8.268,13126.969,2521.044,-1674.77498216,0.232503,-1674.72181,-1674.776187,0.155153,-1674.697892,0.233447,0.0,1.0,5.632,0.13440000000000002,12808.9675,0.125,-0.2594,-0.0094,411.0175,2257.979,1.0,34.0,0.209529
